word,clue,is_technical_word,is_common_english,is_plural,categories,obscure
INTERMIGRATED,"Moved between countries, in a complex way",True,False,True,"geography,human_migration,population_statistics",True
INTERNUNCIAL,"A cryptic term bridging two realms, seldom used yet intriguing.",True,False,False,"science,technology,physics,space,astronomy,esoteric,obscure",True
INTERPOSE,"To insert oneself between others, not a common term",True,False,False,"verb,language,communication,obscure,esoteric",True
INTERROGATORY,A question posed to someone in an official capacity.,False,True,False,"legal,questions,inquiries,judicial,investigation,courtroom",True
INTERSTADE,"Between rivers, a space lies flat",False,False,True,"geology,hydrology,landforms,rivers,topography",True
INTERVARIETAL,A hybrid of different plant varieties,True,False,False,"agriculture,botany,plant_science,horticulture,crops,genetics,bioengineering",True
INTHRONIZATE,"To officially install someone as ruler, in a long word",True,False,False,"royalty,politics,languages,grammar",True
INTRACANONICAL,What's inside the biblical canon,True,False,False,"theology,religion,bible,canon,scholarship,literature",True
INTRANSIGENTIST,One who refuses to compromise stubbornly.,True,False,False,"philosophy,psychology,politics,jargon,stubborn,unyielding",True
INTRIGUANTE,What am I if you find me intriguing,False,True,False,"adjective,psychology,mystery,personality",True
INTRUSIVENESS,What's the quality of a nosy neighbor,False,True,False,"behavior,characteristics,social interactions,psychology,emotions,relationships,personality traits",True
INVALIDATES,"It's wrong and nullifies, a negative action in verb form",False,True,False,"grammar,logic,negation,verbs,language,word_parts",True
INVERTED,It's a mirror image flipped upside down.,False,True,False,"adjectives,photography,optics,programming,mirrors,flipped,image",True
INVOCATED,Called upon in a magical ceremony,False,True,False,"magic,religion,ceremony,rituals,sorcery,occult",True
IODIN,"An essential element for life, but toxic in large amounts...",True,False,False,"chemistry,biology,pharmacy,environment",True
IPECACS,"A plant that smells like rotten eggs, used to make a medicine with an unpleasant taste.",False,True,False,"plant,medicine,chemistry,natural remedy,pungent smell,disgusting taste",True
IRIDIZATION,A process that makes something as colorful as an iridescent rainbow moth's wings,False,True,False,"colors,optics,science,nature,insects",True
IRONWEED,"A plant that's tough and hard to get rid of, like a stubborn problem.",False,True,False,"plants,nature,weeds,metaphors",True
IRREJECTABLE,"What you can't say no to, ever",False,False,False,"impossible,commitment,love,romance,relationships,dating",True
IRREVEREND,A clergyman who cannot be taken seriously,False,True,False,"religion,humor,language,antonyms,synonyms",True
ISATID,A work that holds up foolishness for ridicule; a humorous or satirical piece.,False,True,False,"comedy,art,literature,critique,politics,social commentary",True
ISLANDRESS,Someone who calls an island their home,False,True,False,"geography,maritime,lifestyle,culture,ethnicity,nautical",True
ISOCHRONICAL,What kind of lines remain equal in length as they expand outward,True,False,False,"geometry,mathematics,music,radiation,sound,voronoi_diagrams",True
ISOGONY,A term in sociology describing communities with similar characteristics,True,False,False,"sociology,community,anthropology,social_science",True
ISONYM,A female graduate of the same year as the riddler.,False,True,False,"graduate,education,classyear,school,academia",True
ISOSULPHIDE,"A compound with sulfur and iodine, not commonly found in everyday life.",True,False,False,"chemistry,inorganic_compounds,sulfur_compounds,iodine_compounds,rare_chemicals",True
ISTHMUS,A narrow strip of land connecting two larger land areas,False,True,False,"geography,landforms,topography",True
ITHOMIID,"A butterfly that's quite a sight, in colors bold and bright",True,False,False,"insects,nature,colorful,lepidoptera,biology",True
JABBED,"Pierced with a sharp point, like a needle's tip",False,True,True,"injections,pain,sports,medical,vaccines,phrases",True
JACKROLLED,What happens to a prankster when they're caught,False,True,False,"pranks,slang,youth,culture",True
JAGEER,A person who gives a fair and impartial verdict in legal matters.,False,True,False,"legal,profession,court,verdict,law,authority",True
JAMBE,A leg with an extra syllable.,False,False,True,"anatomy,slang,synonyms,oddities",True
JAPANNED,What do you call an item with a Japanese-style finish,False,True,False,"art,crafts,furniture,decor,style,culture",True
JASEY,A slang term for someone who is cheeky and playful.,False,True,False,"slang,insults,social,funny",True
JAWFOOT,A fish with a unique jaw structure,True,False,False,"fish,ichthyology,paleontology,evolutionary_biology",True
JEHOSHAPHAT,A king who had to answer for his past sins.,True,False,False,"Biblical,kings,Old_Testament",True
JEREMIAD,"A long, mournful complaint, often technical in nature",True,False,False,"complaints,technical_terms,science,engineering,mourning,protests,criticism",True
JETONS,Coins often found in a pirate's treasure chest,False,True,True,"coins,currency,piracy,treasure,history,numismatics",True
JIFFLE,"A playful giggle or chuckle, perhaps not found in a thesaurus...",False,True,False,"laughter,sounds,vocals,non-technical,common,words",True
JINNEE,A spirit that's not quite seen,False,True,False,"ghost, folklore, paranormal, South Asian culture, mythology",True
JOCKETTE,"A playful name for a young girl, often seen in Victorian times.",False,True,False,"Victorian,names,clothing,historical,archaic,literature,children",True
JOINTLY,"Together as one, not separately",False,True,False,"adverbs,social,relationships,family,teamwork",True
JORNADA,A day's work or journey in one word,False,True,False,"Spanish,Work,Travel,Literature,Geography",True
JOVIALISTIC,"Like a party host, but in a word",True,False,False,"psychology,social,humor,adjectives",True
JUDAEOPHOBE,"A person prejudiced against Jews, but not technically a common English term.",True,False,False,"antiquated,hateful,-isms,archaic,ethnicity,banned-words",True
JUGLANS,A tree that's often used to make wood and nuts.,False,True,False,"trees,woodenware,nuts,botany",True
JUMPROCKS,What you might wear to a rock concert while showing off your jumping skills,False,True,True,"clothing,rock music,jumping,concerts,fashion,trends",True
JURATORIAL,"Like a trial without jurors, but still related",True,False,False,"law,legal,judicial,court,trial,prosecution,defense",True
JUTTED,"Like a tall, awkward person sticking out in a crowd",False,True,False,"physical,adjectives,people",True
KAFFIYEHS,What's worn by hip hop artists and keeps you warm,False,True,True,"clothing,headwear,music,culture,hip_hop,urban_style",True
KALEIDOSCOPIC,"Like a mesmerizing visual journey, but in color and shape.",False,True,False,"visual,journeys,color,shapes,art,science,fiction,literary,terms",True
KAMPTOMORPH,A type of flatworm with a unique life cycle,True,False,False,"zoology,parasitology,turkey",True
KARACUL,"A shepherd's call, not found in dictionaries",True,False,False,"sheep,farming,shepherd,culture,language,slang",True
KASHER,A process to make food kosher,False,True,False,"religion,food,culture",True
KATY,A type of mouse with a distinctive name,False,True,False,"animals,names,small_mammals",True
KEELHALING,A ship's maneuver that's quite a hull-raise!,False,True,False,"nautical,maritime,ship terminology,sailing,vocabulary",True
KELPIES,Guardians of the Australian outback,False,True,True,"dogs,australia,outbacks,cattle,herding",True
KEPT,What was not lost but held onto,False,True,False,"time, possession, memory, emotion, past tense",True
KERN,"In typefaces, this letter's sharpness sets it apart from its brethren.",False,True,False,"typefaces,fonts,letterforms,typography,printing,design,graphics",True
KETTLER,A competitor in a race you might not win,False,True,False,"racing,slang,sports",True
KHANJAR,A type of Indian dagger with a curved blade,True,False,False,"weapons,Asian history,culture,India",True
KIBOSHES,What's missing when a party's not fun anymore,False,True,True,"fun,party,mood,vibes,silliness,humor,entertainment",True
KILAN,What you might hear before a sudden explosion,False,False,False,"missiles,explosives,military,technology",True
KIM,A leader who rules with an iron hand,False,True,False,"politics,south korea,leadership,democracy,north korea,asia,countries",True
KINETOGRAPHIC,"A film captured in motion, frame by frame.",True,False,False,"film,cinematography,movie,photography,technology,camera,history",True
KINTAR,"In Japanese folklore, a fox that can transform into a human.",False,False,False,"mythology,folklore,shapeshifters,japanese_culture,animals,humans",True
KISWAH,A rare term for a type of African grass,True,False,False,"botany,grass,plants,africa,savannah",True
KLANSWOMAN,A member of a group that's not in sync with society's rhythm and blues.,False,True,False,"history,racism,civil_rights,20th_century_America",True
KNAPSACK,"A pack carried on one's back, often containing essentials for a journey.",False,True,False,"travel,clothing,geography,school,hiking,camping,outdoors,recreation",True
KNISTENEAUX,A rare and technical term referring to a group of fancy schmancy things.,True,False,True,"geeky,jargon,esoteric,specialized",True
KNOWLEDGE,What you gain from reading many books and traveling far,False,True,False,"education,reading,travel,learning,information,culture,wisdom",True
KOILON,"A cryptic term that's neither common nor technical, but falls into a peculiar category.",False,False,True,"uncommon,riddles,crosswords,puzzles",True
KONJAK,"A strong, clear liquor from Japan",False,True,False,"alcohol,Japanese,culture,drink",True
KOSMOKRATOR,"A ruler of the cosmos, not a common term",True,False,False,"astronomy,science,fictional_titles,esoteric_words",True
KREPI,A cryptic way to spell out a problem,True,False,False,"cryptography,language,programming,puzzles",True
KUKOLINE,"A rare bird that's hard to find, with a name that's tricky and fine.",False,True,True,"ornithology,birds,nature,rare_species",True
KVAH,"A unit of power measurement, often used in electrical engineering.",True,False,False,"electrical engineering,power measurements,solar energy,electricity",True
LABDACISMUS,A religious tolerance that's not quite absolute,True,False,False,"religion,history,politics,social_science,tolerance",True
